image_id_1,object_id_1,image_id_2,object_id_2,distance,occlusion,raw_distance,raw_occlusion
2b14997b1b16a397,0,2b14997b1b16a397,1,1,1,1,1
2b19fb23035548c3,0,2b19fb23035548c3,1,1,0,1,0
2b2f5ed804bc330c,0,2b2f5ed804bc330c,1,2,0,2,0
2b2fe4c1e715ff32,0,2b2fe4c1e715ff32,1,1,0,1,0
2b33a0138b47e85c,0,2b33a0138b47e85c,1,2,0,2,0
2b398a206835e64d,0,2b398a206835e64d,1,1,0,1,0
2b3f11e8b8170ddd,0,2b3f11e8b8170ddd,1,3,0,3,0
2b3f765676149ee3,0,2b3f765676149ee3,1,1,0,"1,1,2","0,0,0"
2b47590bfb90be4c,0,2b47590bfb90be4c,1,2,0,"2,3,2","0,0,0"
2b489ebb2ae79267,0,2b489ebb2ae79267,1,2,2,2,2
2b52734ed43f0a98,0,2b52734ed43f0a98,1,1,0,1,0
2b5f31c24e0448c7,0,2b5f31c24e0448c7,1,3,0,3,0
2b74961237795d24,0,2b74961237795d24,1,3,0,3,0
2b7598d2f0ac58d5,0,2b7598d2f0ac58d5,1,2,0,"2,2,2","0,0,0"
2b828bbc9b6acd24,0,2b828bbc9b6acd24,1,3,0,3,0
2b8d34cb94f414cf,0,2b8d34cb94f414cf,1,0,0,0,0
2b8ec2b9ab840435,0,2b8ec2b9ab840435,1,2,2,2,2
2b9027a068570f87,0,2b9027a068570f87,1,1,0,1,0
2b918edccd7750d8,0,2b918edccd7750d8,1,3,0,3,0
2b93dd115a4ab678,0,2b93dd115a4ab678,1,2,0,2,0
2b9f280e2922e2c0,0,2b9f280e2922e2c0,1,2,0,2,0
2b9f9b7afde6ff82,0,2b9f9b7afde6ff82,1,2,2,2,2
2ba5c59738a46803,0,2ba5c59738a46803,1,2,0,2,0
2ba98f10394b6288,0,2ba98f10394b6288,1,1,1,1,1
2baf17ba18dc32cb,0,2baf17ba18dc32cb,1,2,0,2,0
2bb06b27a17363af,0,2bb06b27a17363af,1,3,3,"1,3,3","0,3,3"
2bb264debf803945,0,2bb264debf803945,1,2,0,2,0
2bb5af5ccbdc614a,0,2bb5af5ccbdc614a,1,2,0,2,0
2bc82dc0caf4f8af,0,2bc82dc0caf4f8af,1,2,0,2,0
2bca925efa2b4783,0,2bca925efa2b4783,1,3,3,3,3
2bcbc82aad49ebb1,0,2bcbc82aad49ebb1,1,2,0,2,0
2bd1b052dd013788,0,2bd1b052dd013788,1,1,0,1,0
2bd58142edd03664,0,2bd58142edd03664,1,2,0,"2,2,2","0,0,0"
2be0256f676372a9,0,2be0256f676372a9,1,1,0,1,0
2be06746d551df7b,0,2be06746d551df7b,1,2,0,2,0
2be30d00b904b8c1,0,2be30d00b904b8c1,1,1,0,1,0
2bf6341b2c946d6b,0,2bf6341b2c946d6b,1,3,0,3,0
2bfb1ffee505db3b,0,2bfb1ffee505db3b,1,3,0,3,0
2c0a8c9f337cbc95,0,2c0a8c9f337cbc95,1,1,0,1,0
2c0b423eed5a0e40,0,2c0b423eed5a0e40,1,2,0,2,0
2c1b4340ed2cb623,0,2c1b4340ed2cb623,1,2,0,2,0
2c1e7b84d96d3683,0,2c1e7b84d96d3683,1,2,2,2,2
2c1fe857569dce2b,0,2c1fe857569dce2b,1,0,0,0,0
2c3ff15f258a3177,0,2c3ff15f258a3177,1,3,3,3,3
2c47172ca6b4c538,0,2c47172ca6b4c538,1,0,0,0,0
2c4c0e3882639d1b,0,2c4c0e3882639d1b,1,2,0,2,0
2c59aa0f71384fee,0,2c59aa0f71384fee,1,1,0,1,0
2c61f691854fe7ee,0,2c61f691854fe7ee,1,0,0,"0,0,0","0,0,0"
2c61f8a4fcbde565,0,2c61f8a4fcbde565,1,3,3,3,3
2c629258ac78462c,0,2c629258ac78462c,1,1,0,1,0
2c680f65d6fbbda8,0,2c680f65d6fbbda8,1,1,0,"1,1,3","0,0,0"
2c6b47cf306e5687,0,2c6b47cf306e5687,1,1,0,1,0
2c6bea39d6b01088,0,2c6bea39d6b01088,1,1,0,1,0
2c74fee0d143aec0,0,2c74fee0d143aec0,1,2,0,2,0
2c8746803d6fc5e9,0,2c8746803d6fc5e9,1,2,0,2,0
2c894d85a0f3c853,0,2c894d85a0f3c853,1,1,0,1,0
2c8b2f8772a9d3c3,0,2c8b2f8772a9d3c3,1,3,0,3,0
2c8f3b3e14ae365b,0,2c8f3b3e14ae365b,1,2,0,2,0
2c9406e68f8c5672,0,2c9406e68f8c5672,1,1,0,1,0
2c9f1707fcc8e026,0,2c9f1707fcc8e026,1,3,1,3,1
2ca1c70dda04fd85,0,2ca1c70dda04fd85,1,1,0,1,0
2ca224c17e4ea065,0,2ca224c17e4ea065,1,2,0,2,0
2ca7b356469f5503,0,2ca7b356469f5503,1,1,1,1,1
2caaa1092d0a6463,0,2caaa1092d0a6463,1,2,0,2,0
2caf2c5eb4a6da24,0,2caf2c5eb4a6da24,1,1,1,1,1
2cb10f39acc78c02,0,2cb10f39acc78c02,1,2,0,2,0
2cb98f180b7ebcba,0,2cb98f180b7ebcba,1,1,0,1,0
2cc1115d25dd6cf8,0,2cc1115d25dd6cf8,1,1,0,1,0
2cc50d74aec83789,0,2cc50d74aec83789,1,1,0,1,0
2cc879750373228b,0,2cc879750373228b,1,0,0,0,0
2ccee7cc36beea79,0,2ccee7cc36beea79,1,3,0,3,0
2cd162e50f97cc52,0,2cd162e50f97cc52,1,1,1,1,1
2cdbbf317ef742ae,0,2cdbbf317ef742ae,1,3,0,3,0
2ce17d3e912a2c2d,0,2ce17d3e912a2c2d,1,2,2,2,2
2ce7a920c43d7eea,0,2ce7a920c43d7eea,1,3,2,3,2
2ce8f5a2756eb6b1,0,2ce8f5a2756eb6b1,1,1,0,1,0
2cea78845e1435cb,0,2cea78845e1435cb,1,2,0,2,0
2cea90e99e525d88,0,2cea90e99e525d88,1,3,0,3,0
2cf56b2cc87129e4,0,2cf56b2cc87129e4,1,1,0,1,0
2cf99d6dac1f554c,0,2cf99d6dac1f554c,1,1,3,1,3
2d07b78a012b4b2d,0,2d07b78a012b4b2d,1,2,0,2,0
2d0c6baafd0cd6d0,0,2d0c6baafd0cd6d0,1,1,0,1,0
2d0dc725d2bdf605,0,2d0dc725d2bdf605,1,3,0,3,0
2d189df1388242aa,0,2d189df1388242aa,1,1,1,1,1
2d1bc4c4bd5327e3,0,2d1bc4c4bd5327e3,1,1,0,1,0
2d1c41f45daf64b3,0,2d1c41f45daf64b3,1,2,0,2,0
2d1e5149d62f39c3,0,2d1e5149d62f39c3,1,2,0,"2,2,2","0,0,0"
2d2858225f9b4db5,0,2d2858225f9b4db5,1,1,0,1,0
2d29bb7ca85f8581,0,2d29bb7ca85f8581,1,1,1,1,1
2d2e08b9618c058a,0,2d2e08b9618c058a,1,0,0,0,0
2d3fce9597a794fa,0,2d3fce9597a794fa,1,2,2,2,2
2d459d8a0e61007a,0,2d459d8a0e61007a,1,2,0,2,0
2d4aa1f68b6e994c,0,2d4aa1f68b6e994c,1,0,0,0,0
2d4adee1f7fac3d1,0,2d4adee1f7fac3d1,1,3,3,3,3
2d4b1ddb14da0e36,0,2d4b1ddb14da0e36,1,0,0,0,0
2d78300e2411886e,0,2d78300e2411886e,1,3,1,3,1
2d787cfb8057b620,0,2d787cfb8057b620,1,3,0,3,0
2d836f6eba7af759,0,2d836f6eba7af759,1,1,1,1,1
2d91f4b1b955e3e1,0,2d91f4b1b955e3e1,1,1,0,"1,1,1","0,0,0"
2d93942637846d28,0,2d93942637846d28,1,0,0,0,0
2d98a4983e7fbedc,0,2d98a4983e7fbedc,1,2,2,"3,2,2","2,2,2"
2d9eedab0829d17b,0,2d9eedab0829d17b,1,0,0,0,0
2da1984dacb751c1,0,2da1984dacb751c1,1,1,0,1,0
2da3b4113bced06b,0,2da3b4113bced06b,1,2,0,2,0
2dac3677c73f9c79,0,2dac3677c73f9c79,1,1,1,1,1
2dad96d90063e655,0,2dad96d90063e655,1,1,0,1,0
2db01f3c6a406cee,0,2db01f3c6a406cee,1,2,0,2,0
2db3a6c757ceb60b,0,2db3a6c757ceb60b,1,0,0,0,0
2db3ce8affd64c86,0,2db3ce8affd64c86,1,2,0,2,0
2db9c79a059e9503,0,2db9c79a059e9503,1,3,0,3,0
2dc96e77c2c8a57c,0,2dc96e77c2c8a57c,1,1,0,"1,1,3","0,0,0"
2dce87e324b4ce23,0,2dce87e324b4ce23,1,1,0,1,0
2dd0112f04e1007b,0,2dd0112f04e1007b,1,2,0,2,0
2dd28c099745c520,0,2dd28c099745c520,1,1,0,1,0
2dd50676587b7894,0,2dd50676587b7894,1,1,0,1,0
2dd5e0d2d4d49b88,0,2dd5e0d2d4d49b88,1,0,0,"0,0,0","0,0,0"
2ddad652c0f5c66c,0,2ddad652c0f5c66c,1,1,0,1,0
2de5ce22a364dfc0,0,2de5ce22a364dfc0,1,2,0,2,0
2ded5905ce39abf5,0,2ded5905ce39abf5,1,1,0,1,0
2df8f849d4acec05,0,2df8f849d4acec05,1,2,0,2,0
2dfcab8ba4258f8f,0,2dfcab8ba4258f8f,1,1,0,1,0
2e06af91e4663056,0,2e06af91e4663056,1,1,0,1,0
2e1070632f289596,0,2e1070632f289596,1,2,0,2,0
2e1dbd8cce2421ee,0,2e1dbd8cce2421ee,1,1,1,1,1
2e1e80d4f4441d91,0,2e1e80d4f4441d91,1,1,1,1,1
2e1f48592cd334a3,0,2e1f48592cd334a3,1,2,0,2,0
2e2347eefdc3ebbb,0,2e2347eefdc3ebbb,1,2,0,2,0
2e2c58c71fe66acf,0,2e2c58c71fe66acf,1,2,0,"2,1,2","0,0,0"
2e2e0c2d9fb427ac,0,2e2e0c2d9fb427ac,1,2,0,2,0
2e3d8a67ad8f0c5f,0,2e3d8a67ad8f0c5f,1,0,0,0,0
2e44581eaf2e7a97,0,2e44581eaf2e7a97,1,3,0,3,0
2e48f7636856c5dc,0,2e48f7636856c5dc,1,2,0,2,0
2e4c0afe1d66ab3a,0,2e4c0afe1d66ab3a,1,2,0,2,0
2e54e35e56bd6bc2,0,2e54e35e56bd6bc2,1,2,0,2,0
2e5b06b92d09d4da,0,2e5b06b92d09d4da,1,3,0,3,0
2e603f4ba73969c8,0,2e603f4ba73969c8,1,0,0,0,0
2e637e7f3b8b0fa0,0,2e637e7f3b8b0fa0,1,1,0,1,0
2e63aebed9f56e16,0,2e63aebed9f56e16,1,1,0,1,0
2e6e7eb948f2af49,0,2e6e7eb948f2af49,1,2,0,2,0
2e6f4b3c3860e773,0,2e6f4b3c3860e773,1,2,0,2,0
2e81f950415f45db,0,2e81f950415f45db,1,2,0,2,0
2e84c8b4a6e477af,0,2e84c8b4a6e477af,1,1,0,1,0
2e9086839802f730,0,2e9086839802f730,1,1,2,1,2
2e92532b4197395a,0,2e92532b4197395a,1,1,0,1,0
2e9525ae6e3de6fa,0,2e9525ae6e3de6fa,1,0,0,0,0
2e9658e7c0b3068e,0,2e9658e7c0b3068e,1,2,2,2,2
2eb4155d1e467957,0,2eb4155d1e467957,1,2,0,2,0
2ebe98ae7579c19e,0,2ebe98ae7579c19e,1,0,0,"0,0,0","0,0,0"
2ec33ee778cb85c6,0,2ec33ee778cb85c6,1,2,0,2,0
2ec42a81f79126e5,0,2ec42a81f79126e5,1,1,0,1,0
2eca26b7d77108a5,0,2eca26b7d77108a5,1,2,0,2,0
2ed139bd9c9dd1ba,0,2ed139bd9c9dd1ba,1,2,0,2,0
2ed43e99f241db30,0,2ed43e99f241db30,1,2,0,"2,2,2","0,0,0"
2ee2bee157b24e62,0,2ee2bee157b24e62,1,2,0,2,0
2ee466d63ab03d47,0,2ee466d63ab03d47,1,1,0,1,0
2ee69646b6e76db9,0,2ee69646b6e76db9,1,2,0,2,0
2eedacb1aea229c6,0,2eedacb1aea229c6,1,2,0,2,0
2ef2223c0997e2a4,0,2ef2223c0997e2a4,1,2,0,2,0
2ef5b65929c16b26,0,2ef5b65929c16b26,1,1,0,1,0
2ef79a349d167d40,0,2ef79a349d167d40,1,0,0,0,0
2ef9089fd312655d,0,2ef9089fd312655d,1,0,0,0,0
2ef9bc9be1401e88,0,2ef9bc9be1401e88,1,0,0,0,0
2efbc5281c98d0f5,0,2efbc5281c98d0f5,1,2,2,2,2
2f0246c5b1300787,0,2f0246c5b1300787,1,2,3,2,3
2f04fb90902d2982,0,2f04fb90902d2982,1,2,0,2,0
2f0ec9ceb3d68fa4,0,2f0ec9ceb3d68fa4,1,2,0,"2,3,2","0,0,0"
2f0fca97fdc98f82,0,2f0fca97fdc98f82,1,2,0,2,0
2f1142b741685583,0,2f1142b741685583,1,0,0,"0,0,0","0,0,0"
2f17ddefd87b5878,0,2f17ddefd87b5878,1,1,0,1,0
2f1b551e47cc35ef,0,2f1b551e47cc35ef,1,1,0,1,0
2f216bdddcdbfad4,0,2f216bdddcdbfad4,1,1,0,1,0
2f267327147134ea,0,2f267327147134ea,1,3,0,"3,3,1","0,0,0"
2f26e64e13b7a0e5,0,2f26e64e13b7a0e5,1,2,0,2,0
2f2bcab3ad1daf1e,0,2f2bcab3ad1daf1e,1,3,0,3,0
2f2da61ba97d32ef,0,2f2da61ba97d32ef,1,1,1,1,1
2f2da902ddbdbe18,0,2f2da902ddbdbe18,1,3,0,3,0
2f2e52605bcada5a,0,2f2e52605bcada5a,1,1,0,1,0
2f3d23ec5443aa2d,0,2f3d23ec5443aa2d,1,2,2,2,2
2f41e2676846ed74,0,2f41e2676846ed74,1,3,0,3,0
2f4753858ca84656,0,2f4753858ca84656,1,2,0,2,0
2f5153aeac7a6da9,0,2f5153aeac7a6da9,1,2,0,2,0
2f54e83fd9fe7ac3,0,2f54e83fd9fe7ac3,1,2,0,2,0
2f569af9c8f4e8dc,0,2f569af9c8f4e8dc,1,3,0,3,0
2f5bdc919cfbffb2,0,2f5bdc919cfbffb2,1,3,0,3,0
2f5dd74eced99fed,0,2f5dd74eced99fed,1,1,0,1,0
2f5eebe39363c107,0,2f5eebe39363c107,1,2,0,2,0
2f6c164982a0527e,0,2f6c164982a0527e,1,2,0,2,0
2f6def0f2f8edc63,0,2f6def0f2f8edc63,1,1,1,1,1
2f6f698bb9fc55e6,0,2f6f698bb9fc55e6,1,1,1,1,1
2f71b04788a53e1b,0,2f71b04788a53e1b,1,3,0,"3,3,1","0,0,0"
2f77f0a788cfbdee,0,2f77f0a788cfbdee,1,2,2,2,2
2f798cfdf8e9c6ee,0,2f798cfdf8e9c6ee,1,2,2,2,2
2f7d9b54fd4c7266,0,2f7d9b54fd4c7266,1,1,1,1,1
2f802e75dc9fd318,0,2f802e75dc9fd318,1,0,0,0,0
2f83269482122f22,0,2f83269482122f22,1,2,0,2,0
2f856c70ac4be638,0,2f856c70ac4be638,1,2,0,2,0
2f85ad2aa262714b,0,2f85ad2aa262714b,1,0,0,0,0
2f8834991f5a1f7d,0,2f8834991f5a1f7d,1,2,0,2,0
2f8ca58010730d51,0,2f8ca58010730d51,1,1,1,1,1
2f920a3105dbb9d3,0,2f920a3105dbb9d3,1,1,0,1,0
2f922c40e6005316,0,2f922c40e6005316,1,2,0,2,0
2f93ebcca9a5766e,0,2f93ebcca9a5766e,1,3,0,3,0
2f978f00daa89008,0,2f978f00daa89008,1,1,1,1,1
2f9799b11c884157,0,2f9799b11c884157,1,2,2,2,2
2f9c58311dc52ffc,0,2f9c58311dc52ffc,1,2,2,2,2
2faac62c41ca8318,0,2faac62c41ca8318,1,3,0,3,0
2fab48dc1d0b03c6,0,2fab48dc1d0b03c6,1,0,0,0,0
2fb04736e4aae8be,0,2fb04736e4aae8be,1,3,0,3,0
2fb0896c3a8ab048,0,2fb0896c3a8ab048,1,2,1,2,1
2fb25f654558c4f5,0,2fb25f654558c4f5,1,1,0,1,0
2fb6778de06c653c,0,2fb6778de06c653c,1,0,0,0,0
2fc276bac5ae6e96,0,2fc276bac5ae6e96,1,2,0,2,0
2fc50ac6cf2d664c,0,2fc50ac6cf2d664c,1,3,3,3,3
2fc6afbbb663b164,0,2fc6afbbb663b164,1,2,0,2,0
2fc89334472936e5,0,2fc89334472936e5,1,1,0,1,0
2fcc3f94d084988e,0,2fcc3f94d084988e,1,0,0,0,0
2fce3cc2c3133b69,0,2fce3cc2c3133b69,1,3,3,3,3
2fcf149e085fff23,0,2fcf149e085fff23,1,0,0,0,0
2fd68668258c7ae1,0,2fd68668258c7ae1,1,2,0,2,0
2fdec75c95d88d6a,0,2fdec75c95d88d6a,1,1,0,"1,1,1","0,0,0"
2fe6308ed31fd105,0,2fe6308ed31fd105,1,2,0,2,0
2fe705c6a1d983da,0,2fe705c6a1d983da,1,2,0,2,0
2ff6942fa345285c,0,2ff6942fa345285c,1,2,0,2,0
30035a306ce942a0,0,30035a306ce942a0,1,2,0,2,0
30175d50cd315a26,0,30175d50cd315a26,1,2,2,2,2
301b5e1a4783c2ce,0,301b5e1a4783c2ce,1,1,0,1,0
3022842c06669ce2,0,3022842c06669ce2,1,1,0,1,0
30246299fe555676,0,30246299fe555676,1,2,0,2,0
3025d172aed5b364,0,3025d172aed5b364,1,2,0,2,0
302e4607608f3e85,0,302e4607608f3e85,1,2,0,2,0
303519d3eb7720c8,0,303519d3eb7720c8,1,2,2,2,2
3038e71324fe7cc7,0,3038e71324fe7cc7,1,1,0,"1,1,1","0,1,0"
304c8e7cd0fd8693,0,304c8e7cd0fd8693,1,1,1,1,1
30524639bd557e76,0,30524639bd557e76,1,2,0,2,0
305617f624c1b54d,0,305617f624c1b54d,1,1,0,1,0
305ae82d7ac681fa,0,305ae82d7ac681fa,1,2,0,2,0
306131d822cd13e7,0,306131d822cd13e7,1,3,0,3,0
3062b1ae6c49def4,0,3062b1ae6c49def4,1,1,0,1,0
3065754c391c10ad,0,3065754c391c10ad,1,-1,1,"2,3,1","1,1,1"
306c4ea83c32c5e9,0,306c4ea83c32c5e9,1,2,0,2,0
3074458f0b848e4c,0,3074458f0b848e4c,1,2,0,2,0
308479477eb59f2b,0,308479477eb59f2b,1,0,0,0,0
3084db475663678a,0,3084db475663678a,1,2,0,2,0
30a21db090b207b1,0,30a21db090b207b1,1,1,1,1,1
30a2c5dc08716ae6,0,30a2c5dc08716ae6,1,0,0,0,0
30b613ccf91afd94,0,30b613ccf91afd94,1,1,0,1,0
30b6ea7affe96781,0,30b6ea7affe96781,1,2,0,2,0
30b8a8f0fdeacae4,0,30b8a8f0fdeacae4,1,1,0,1,0
30b8d0d584f6313b,0,30b8d0d584f6313b,1,2,3,2,3
30beea9db4d053df,0,30beea9db4d053df,1,2,2,2,2
30bfee3ea1fd6d6f,0,30bfee3ea1fd6d6f,1,1,1,1,1
30ca0e37616df480,0,30ca0e37616df480,1,3,0,3,0
30cfd174d80c967c,0,30cfd174d80c967c,1,1,0,1,0
30d5de054fb8e594,0,30d5de054fb8e594,1,1,1,1,1
30d959a0e0a8a46d,0,30d959a0e0a8a46d,1,2,0,2,0
30ec795249bf7c27,0,30ec795249bf7c27,1,1,1,1,1
30f1254ce186e1d8,0,30f1254ce186e1d8,1,1,1,1,1
30f90da4c6d99fb2,0,30f90da4c6d99fb2,1,1,0,1,0
30fd8aea5b2f44b0,0,30fd8aea5b2f44b0,1,0,0,0,0
30ff241192be9c84,0,30ff241192be9c84,1,1,0,1,0
31034cbd98be5563,0,31034cbd98be5563,1,1,1,1,1
3104209072ee4056,0,3104209072ee4056,1,2,0,2,0
311b48a51201fd07,0,311b48a51201fd07,1,1,0,1,0
31284fb556466a47,0,31284fb556466a47,1,2,0,2,0
312ff57829d13d2a,0,312ff57829d13d2a,1,1,0,"1,1,1","0,0,0"
3131e2c967f455a4,0,3131e2c967f455a4,1,1,1,1,1
313233b7c5b78b1f,0,313233b7c5b78b1f,1,1,0,1,0
313d6085a789b225,0,313d6085a789b225,1,1,1,1,1
313e12ceca7bb944,0,313e12ceca7bb944,1,2,2,2,2
3151df86492f7da5,0,3151df86492f7da5,1,1,2,1,2
3163949153330ed1,0,3163949153330ed1,1,0,0,"0,0,0","0,0,0"
3169013c49866186,0,3169013c49866186,1,0,0,0,0
316c6a61815aa5c4,0,316c6a61815aa5c4,1,2,1,2,1
3176b275c5b55c43,0,3176b275c5b55c43,1,1,0,1,0
3178b8eeaf10a5aa,0,3178b8eeaf10a5aa,1,0,0,0,0
317c48039b9b6eab,0,317c48039b9b6eab,1,0,0,0,0
317c7a68584d37ea,0,317c7a68584d37ea,1,3,0,3,0
3183729a50c65feb,0,3183729a50c65feb,1,1,0,1,0
3187f4cab29e1aed,0,3187f4cab29e1aed,1,0,0,0,0
31897e7a9f8dd3f6,0,31897e7a9f8dd3f6,1,2,0,2,0
3196ccf1503257a2,0,3196ccf1503257a2,1,1,1,1,1
319b66e8e3aa168a,0,319b66e8e3aa168a,1,2,0,2,0
319bc5d73dde3c5f,0,319bc5d73dde3c5f,1,3,0,3,0
31a071dce31ae5b8,0,31a071dce31ae5b8,1,1,1,1,1
31a4efb0b4461b9c,0,31a4efb0b4461b9c,1,3,0,3,0
31aa636bbde9a367,0,31aa636bbde9a367,1,2,2,2,2
31aeda4cd3491d31,0,31aeda4cd3491d31,1,2,0,2,0
31b332173d545d7b,0,31b332173d545d7b,1,2,0,2,0
31b7d4f480de6afa,0,31b7d4f480de6afa,1,2,0,2,0
31bac709712b6e14,0,31bac709712b6e14,1,1,1,1,1
31bfd1df0b8bd2fa,0,31bfd1df0b8bd2fa,1,3,0,3,0
31c2da9fa984c4df,0,31c2da9fa984c4df,1,1,0,1,0
31cada2c10364ff9,0,31cada2c10364ff9,1,0,0,0,0
31cbe9cca83813fa,0,31cbe9cca83813fa,1,1,0,1,0
31d1090beb6ad338,0,31d1090beb6ad338,1,2,0,2,0
31d63dff898c0aad,0,31d63dff898c0aad,1,0,0,0,0
31dc3ea5e1adb6d0,0,31dc3ea5e1adb6d0,1,2,0,2,0
31dd41c2535f3d71,0,31dd41c2535f3d71,1,2,0,2,0
31de7299d44bd0ad,0,31de7299d44bd0ad,1,2,0,2,0
31f928c42971aafa,0,31f928c42971aafa,1,2,2,2,2
31fe62fb606baac1,0,31fe62fb606baac1,1,0,0,0,0
320afb92f1164cd7,0,320afb92f1164cd7,1,2,2,2,2
320ffd933c78d8de,0,320ffd933c78d8de,1,2,0,2,0
32177caf9e9043f6,0,32177caf9e9043f6,1,2,0,2,0
321cb447f6906905,0,321cb447f6906905,1,0,0,0,0
321f06fdb10a1022,0,321f06fdb10a1022,1,1,1,1,1
322354a18d70aae1,0,322354a18d70aae1,1,1,0,1,0
3234d31b07fc1864,0,3234d31b07fc1864,1,1,0,1,0
3237d6af7970fe74,0,3237d6af7970fe74,1,2,0,2,0
323ec625aee24274,0,323ec625aee24274,1,2,0,2,0
324b83e8aa3da390,0,324b83e8aa3da390,1,2,0,2,0
325517b1f132e195,0,325517b1f132e195,1,1,1,1,1
325d54c1e9d1867e,0,325d54c1e9d1867e,1,2,0,2,0
325f17ca5f0394f4,0,325f17ca5f0394f4,1,1,0,1,0
3269b62dba3256df,0,3269b62dba3256df,1,0,0,0,0
32718050c712cce1,0,32718050c712cce1,1,2,0,2,0
327793d99cdf1854,0,327793d99cdf1854,1,1,1,1,1
327845ababfd0d86,0,327845ababfd0d86,1,2,0,2,0
327fe8e1bd73a9c7,0,327fe8e1bd73a9c7,1,1,0,"1,3,1","0,0,0"
32881fa5beb41ac5,0,32881fa5beb41ac5,1,3,0,3,0
328d777f7cb5718e,0,328d777f7cb5718e,1,2,2,2,2
328e5caa849b521f,0,328e5caa849b521f,1,2,0,2,0
3297fa3f64ec9c92,0,3297fa3f64ec9c92,1,1,1,1,1
329d3e21201cd59c,0,329d3e21201cd59c,1,1,2,1,2
329ff29c44a0d68a,0,329ff29c44a0d68a,1,3,2,3,2
32a98cbb4ab3e78d,0,32a98cbb4ab3e78d,1,1,0,1,0
32b58827f618ddf0,0,32b58827f618ddf0,1,0,0,"0,0,0","0,0,0"
32c63a98558737bf,0,32c63a98558737bf,1,1,0,1,0
32d6aee747b1e53b,0,32d6aee747b1e53b,1,2,0,2,0
32d9056e9f1f3bc1,0,32d9056e9f1f3bc1,1,1,0,1,0
32ddba7ba7c82b4a,0,32ddba7ba7c82b4a,1,2,0,"2,2,2","0,0,0"
32df4e1ec6e85638,0,32df4e1ec6e85638,1,1,0,1,0
32e0b3c85615f06f,0,32e0b3c85615f06f,1,1,1,1,1
32e1bf014127e982,0,32e1bf014127e982,1,1,0,1,0
32fb65d4af267efa,0,32fb65d4af267efa,1,0,0,0,0
32fc66f0aebde863,0,32fc66f0aebde863,1,2,0,2,0
331617aa6e5c10f8,0,331617aa6e5c10f8,1,0,0,0,0
331ca09522cec04d,0,331ca09522cec04d,1,1,0,1,0
331e715fc89b2142,0,331e715fc89b2142,1,2,0,2,0
331e7d29019fd278,0,331e7d29019fd278,1,1,0,1,0
33228b0b9a8aa849,0,33228b0b9a8aa849,1,0,0,0,0
3326f1800569f4ec,0,3326f1800569f4ec,1,1,1,1,1
332851b392db968f,0,332851b392db968f,1,3,1,3,1
33294ca3e7b09994,0,33294ca3e7b09994,1,1,0,1,0
332a73d956c2f5c6,0,332a73d956c2f5c6,1,2,0,2,0
332b2e9f25ec7ddc,0,332b2e9f25ec7ddc,1,2,0,2,0
3330f16d5c575810,0,3330f16d5c575810,1,1,1,1,1
333b5c02d21c77e6,0,333b5c02d21c77e6,1,0,0,0,0
3344b1b1cec36c37,0,3344b1b1cec36c37,1,0,0,0,0
3348531f092c2b92,0,3348531f092c2b92,1,1,0,1,0
334a8a6c0fb071d1,0,334a8a6c0fb071d1,1,2,0,2,0
334b3ec4e92c4149,0,334b3ec4e92c4149,1,2,2,2,2
33513ad053407190,0,33513ad053407190,1,1,0,"1,1,1","0,0,0"
335266af852ae9b8,0,335266af852ae9b8,1,1,0,1,0
3353d27c25f852fe,0,3353d27c25f852fe,1,1,0,1,0
335b2d4d7b6f0ee6,0,335b2d4d7b6f0ee6,1,0,0,0,0
33601992a8a81a79,0,33601992a8a81a79,1,1,0,"1,1,1","0,0,1"
33654e6f125215f5,0,33654e6f125215f5,1,0,0,0,0
33676f1569a27289,0,33676f1569a27289,1,1,0,1,0
3367bbf259522367,0,3367bbf259522367,1,2,0,2,0
337d0caf957ac436,0,337d0caf957ac436,1,2,0,2,0
3394732783a9c878,0,3394732783a9c878,1,2,0,2,0
3394a0da885e9088,0,3394a0da885e9088,1,1,0,1,0
339e7ae378a86a67,0,339e7ae378a86a67,1,2,0,"2,2,2","0,0,0"
33a0265bfb9d8ef1,0,33a0265bfb9d8ef1,1,2,0,2,0
33a930c0a4ce23de,0,33a930c0a4ce23de,1,0,0,0,0
33ab2cd78dc58616,0,33ab2cd78dc58616,1,1,2,1,2
33ace483bf0f12e2,0,33ace483bf0f12e2,1,2,2,2,2
33ad8cbfc98f4948,0,33ad8cbfc98f4948,1,1,1,1,1
33aebcee26a0c1e9,0,33aebcee26a0c1e9,1,0,0,0,0
33b01b129c2a66dc,0,33b01b129c2a66dc,1,2,0,2,0
33b031042308c4d7,0,33b031042308c4d7,1,2,0,2,0
33bd2588384a0c67,0,33bd2588384a0c67,1,2,2,2,2
33c50ac2eba32587,0,33c50ac2eba32587,1,1,0,1,0
33df369adb99c449,0,33df369adb99c449,1,2,0,2,0
33f3448bfc82949f,0,33f3448bfc82949f,1,1,0,1,0
33f5e98e7bb09c76,0,33f5e98e7bb09c76,1,2,2,2,2
33f6bb9651c9537c,0,33f6bb9651c9537c,1,0,0,"0,0,0","0,0,0"
33fb8a92b2c29f16,0,33fb8a92b2c29f16,1,1,1,1,1
3403ffad458126ba,0,3403ffad458126ba,1,2,0,2,0
3404a5e8988577fe,0,3404a5e8988577fe,1,1,0,1,0
34190156f4fee7af,0,34190156f4fee7af,1,2,0,2,0
